NIMSPContributorID	NIMSPContributorName	CRPOrgID	CRPOrgName	NIMSPTotalDollars	CRPTotalDollars	CombinedTotalDollars	NIMSPIndustryName
12294	FREDRIKSON & BYRON	D000033807	Fredrikson & Byron	28460.3	54949	83409.3	Lawyers & Lobbyists
0		D000032350	Carlton Capital Group	0	83409	83409	Securities & Investment
2411	SMYSER KAPLAN & VESELKA	D000037645	Smyser, Kaplan & Veselka	5375	78027	83402	Lawyers & Lobbyists
0		D000026417	Hawker Beechcraft Corp	0	83370	83370	Air Transport
7581	LOUISIANA HOME BUILDERS ASSOCIATION			83337	0	83337	Home Builders
0		D000036159	Nesco Inc	0	83330	83330	Miscellaneous Manufacturing & Distributing
10779	CALIFORNIA ORTHOPAEDIC ASSOCIATION			83325	0	83325	Health Professionals
12371	GARLAND, CITIZENS FOR			83305.36	0	83305.36	Candidate Committees
9762	A TEICHERT & SON			83300	0	83300	Building Materials & Equipment
17288	ZUFFA LLC	D000045285	Zuffa LLC	78950	4300	83250	Recreation & Live Entertainment
3124	IOWA ASSOCIATION OF BUSINESS & INDUSTRY			83250	0	83250	Business Associations
0		D000031706	Aurora Flight Sciences	0	83223	83223	Defense Aerospace
14650	NOSSAMAN GUTHNER KNOX & ELLIOTT	D000036280	Nossaman, Guthner et al	45600	37610	83210	Lawyers & Lobbyists
2016	PEPPER COMPANIES	D000036604	Pepper Companies	1000	82200	83200	General Contractors
0		D000033660	Finkelstein & Co	0	83200	83200	Business Services
1256	HOLCIM US	D000044900	Holcim US	69740	13437	83177	Building Materials & Equipment
16130	ST MARTIN WILLIAMS & BOURQUE	D000045192	St Martin, Williams & Bourque	58959.7	24200	83159.7	Lawyers & Lobbyists
0		D000035297	LDI Ltd	0	83150	83150	Recreation & Live Entertainment
0		D000037320	Sabtech Industries	0	83145	83145	Defense Electronics
8108	NEW JERSEY BANKERS ASSOCIATION	D000011940	NEW JERSEY BANKERS ASSOC	83135	0	83135	Commercial Banks
11644	DEMOCRATIC SENATORIAL CAMPAIGN CMTE OF KANSAS			83125.84	0	83125.84	Party Committees
0		D000030141	Strategic Health Care	0	83110	83110	Lawyers & Lobbyists
14280	MMV ALLIANCE FUND			83100	0	83100	Leadership PACs
0		D000031854	Bay View Financial Trading Group	0	83100	83100	Miscellaneous Finance, Insurance & Real Estate
0		D000031989	Blizzard, McCarthy & Nabers	0	83100	83100	Lawyers & Lobbyists
5607	7TH REPUBLICAN CONGRESSIONAL DISTRICT CMTE			83066.46	0	83066.46	Party Committees
11684	DEVORE IN 08	D000044807	Devore In '08	82050	999	83049	Candidate Committees
8358	OUTRIGGER ENTERPRISES	D000045078	Outrigger Enterprises	59390	23650	83040	Lodging & Tourism
10069	ARAMBULA FOR ASSEMBLY 2008			83000	0	83000	Candidate Committees
12567	GRAY & CO			83000	0	83000	Insurance
0		D000021911	CHRIS PAC	0	83000	83000	Leadership PACs
0		D000034753	Isdell Foundation	0	83000	83000	Nonprofit Institutions
0		D000035714	McClees Assoc	0	83000	83000	Real Estate
0		D000035237	Landar Corp	0	82975	82975	Real Estate
6737	FARRIS MATHEWS BRANAN BOBANGO & HELLEN	D000044833	Farris Matthews Law Firm	81200	1750	82950	Lawyers & Lobbyists
0		D000031328	Advanced Concepts Inc	0	82914	82914	Computer Equipment & Services
0		D000032099	Brayton & Purcell	0	82900	82900	Lawyers & Lobbyists
0		D000036006	Morgenthaler Ventures	0	82900	82900	Securities & Investment
1957	OSBORNE CONSTRUCTION	D000036427	Osborne Construction	500	82325	82825	General Contractors
0		D000036959	Random House Inc	0	82820	82820	Printing & Publishing
908	ENDEAVOR REAL ESTATE	D000033443	Endeavor Real Estate	3000	79766	82766	Real Estate
13984	MATICH CORP	D000035676	Matich Corp	44430	38300	82730	General Contractors
11029	CHESBRO, FRIENDS OF WESLEY			82700	0	82700	Candidate Committees
11923	EMPIRE STATE PETROLEUM ASSOCIATION			82700	0	82700	Oil & Gas
0		D000028277	Penguin PAC	0	82700	82700	Leadership PACs
437	BURROUGHS & CHAPIN	D000032194	Burroughs & Chapin	52250	30447	82697	Real Estate
10323	BELLEVUE COMMUNICATIONS GROUP	D000044679	Bellevue Communications Group	78175	4500	82675	Lawyers & Lobbyists
0		D000024213	Aviva USA	0	82675	82675	Insurance
0		D000032704	Coastal Construction Group	0	82640	82640	General Contractors
0		D000031152	World Wide Orphans Foundation	0	82627	82627	Welfare/Social Work
0		D000024598	Campbell Soup	0	82601	82601	Food Processing & Sales
10702	CALDERON FOR ASSEMBLY 2008, CHARLES			82600	0	82600	Candidate Committees
6690	EMPLOYERS COMPENSATION INSURANCE CO	D000044821	Employers Compensation Insurance	82363.37	200	82563.37	Insurance
2611	TIME EQUITIES	D000030432	Time Equities	5000	77550	82550	Real Estate
4134	NEW YORK HOTEL & MOTEL TRADES COUNCIL	D000045047	New York Hotel & Motel Trades Council	81250	1300	82550	General Trade Unions
10242	BARNES, CMTE TO ELECT JOHN			82540	0	82540	Candidate Committees
2030	PETE LIEN & SONS	D000036635	Pete Lien & Sons	2500	80005	82505	Building Materials & Equipment
4772	WORKING OKLAHOMANS ALLIANCE			82500	0	82500	Liberal Policy Organization
14938	PARTNERSHIP TO FIGHT CHRONIC DISEASE			82500	0	82500	Health & Welfare Policy
0		D000035269	Lattimore Properties	0	82500	82500	Real Estate
13946	MARS INC	D000042123	Mars Inc	25000	57476	82476	Food & Beverage
6551	DEMOCRATIC CAMPAIGN CMTE OF PHILADELPHIA			82450	0	82450	Party Committees
14577	NIGRO COMPANIES	D000045052	Nigro Companies	65336.67	17100	82436.67	Real Estate
1485	LACK CONSTRUCTION	D000035215	Lack Construction	47820	34600	82420	General Contractors
15603	ROMERO FOR CALIFORNIA 2010, GLORIA			82410	0	82410	Candidate Committees
0		D000031258	Abbey Group	0	82400	82400	Real Estate
0		D000036132	Natural Gas Partners Energy Capital	0	82400	82400	Miscellaneous Finance
0		D000034908	John Wells Productions	0	82350	82350	TV & Movie Production/Distribution
0		D000032885	Corporate Executive Board Co	0	82275	82275	Business Services
14852	OVITT - SUPERVISOR, CMTE TO ELECT GARY C			82200	0	82200	Candidate Committees
0		D000030963	Weinstein Management	0	82200	82200	Real Estate
0		D000034506	Hoffman Partners	0	82200	82200	Real Estate
11540	DAUPHIN COUNTY REPUBLICAN CMTE			82162	0	82162	Party Committees
0		D000037680	South American Restaurants Co	0	82150	82150	Food & Beverage
11649	DEMOCRATS FOR EDUCATION REFORM	D000025446	Democrats for Education Reform	33600	48500	82100	Other/Single Issue Groups
0		D000034277	Halcyon Asset Management	0	82100	82100	Securities & Investment
7665	MARKET STREET BANCSHARES			82055	0	82055	Commercial Banks
1040	FRANKLIN CARDWELL & JONES	D000033801	Franklin, Cardwell & Jones	27500	54550	82050	Lawyers & Lobbyists
12119	FIRST SOUTHERN BANK	D000033693	First Southern National Bank	30800	51250	82050	Commercial Banks
0		D000037510	Shartsis Friese Llp	0	82050	82050	Lawyers & Lobbyists
10114	ASHLEY DEVELOPMENT	D000044580	Ashley Development                      	51362.45	30650	82012.45	Real Estate
2892	WOLFF & SAMSON	D000031131	Wolff & Samson	46550	35450	82000	Lawyers & Lobbyists
8375	PALM MORTUARIES	D000045082	Palm Mortuaries	75100	6900	82000	Miscellaneous Services
10420	BLAKESLEE 2008, FRIENDS OF			82000	0	82000	Candidate Committees
14159	MICHIGAN ASSOCIATION OF JUSTICE			82000	0	82000	Other/Single Issue Groups
0		D000026655	Interstate Natural Gas Assn of America	0	82000	82000	Oil & Gas
0		D000028561	Reenergizing Our Nation PAC	0	82000	82000	Leadership PACs
0		D000035678	Matlock Capital	0	82000	82000	Securities & Investment
0		D000036018	Morrison, Brown et al	0	82000	82000	Accountants
1126	GOLDEN CORRAL	D000034105	Golden Corral	38270	43700	81970	Food & Beverage
0		D000032019	Bob Casey for Senate	0	81937	81937	Candidate Committees
9239	TURNER INDUSTRIES GROUP	D000030583	Turner Industries	28800	53100	81900	General Contractors
10604	BROWN DEVELOPMENT GROUP LLC	D000044698	Brown Development Group	75000	6900	81900	Real Estate
0		D000037378	Saratoga Partners	0	81850	81850	Securities & Investment
1267	HORIZON WIND ENERGY	D000026517	Horizon Wind Energy	300	81522	81822	Miscellaneous Energy
0		D000035195	Ksi Corp	0	81800	81800	Business Services
0		D000034291	Hamlin Capital Management	0	81775	81775	Securities & Investment
6291	CLARK COUNTY DEMOCRATIC CENTRAL CMTE			81750	0	81750	Party Committees
0		D000027103	TrueBlue Inc	0	81750	81750	Business Services
0		D000032373	Carsey-Werner LLC	0	81750	81750	TV & Movie Production/Distribution
55	AGILENT TECHNOLOGIES	D000019838	Agilent Technologies	9364	72384	81748	Electronics Manufacturing & Services
0		D000035915	Miltec Corp	0	81735	81735	Defense Aerospace
0		D000030110	Stevens Institute of Technology	0	81728	81728	Education
9860	AJS VENTURES LLC	D000044631	Ajs Ventures	75000	6700	81700	Uncoded
12899	HOLTON COMPANIES	D000034522	Holton Companies	42500	39200	81700	Real Estate
14323	MORGAN MADDEN BRASHEAR & COLLINS	D000036002	Morgan, Madden et al	22700	59000	81700	Lawyers & Lobbyists
0		D000032409	Caxton Assoc	0	81691	81691	Securities & Investment
0		D000031844	Battelle Memorial Institute	0	81672	81672	Miscellaneous Defense
162	AMERICAN PEANUT SHELLERS ASSOCIATION	D000023991	American Peanut Shellers Assn	6300	75350	81650	Crop Production & Basic Processing
5179	GEORGIA CREDIT UNION LEAGUE			81600	0	81600	Credit Unions
1134	GORDON FEINBLATT ROTHMAN HOFFBERGER & HOLLANDER	D000034133	Gordon, Feinblatt et al	39072	42500	81572	Lawyers & Lobbyists
1406	JP CULLEN & SONS	D000034945	JP Cullen & Sons	26120	55420	81540	General Contractors
0		D000030349	Texas Oncology	0	81519	81519	Health Professionals
16146	STANDARD INSURANCE CO	D000029181	Standard Insurance Co	60250	21251	81501	Insurance
5524	WISCONSIN CREDIT UNION LEAGUE	D000045281	Wisconsin Credit Union League	81200	250	81450	Credit Unions
0		D000024524	Business Software Alliance	0	81450	81450	Computer Equipment & Services
0		D000037740	Sram Corp	0	81449	81449	Miscellaneous Transport
9042	STERNS & WEINROTH	D000029209	Sterns & Weinroth	65530	15900	81430	Lawyers & Lobbyists
0		D000043158	Diamond Land & Livestock	0	81410	81410	Livestock
0		D000036649	Petroleum Helicopters	0	81408	81408	Oil & Gas
14988	PENINSULA CAPITAL ADVISORS LLC	D000036585	Peninsula Capital Advisors	34500	46900	81400	Securities & Investment
0		D000036668	Phillips & Cohen	0	81400	81400	Lawyers & Lobbyists
14441	NEIGHBOR TO NEIGHBOR	D000045038	Neighbor To Neighbor	78287.36	3000	81287.36	Liberal Policy Organization
10758	CALIFORNIA FAMILY HEALTH COUNCIL	D000044715	California Family Health Council	80100	1150	81250	Health Services
9429	ASSOCIATION OF WASHINGTON SCHOOL PRINCIPALS			81249.2	0	81249.2	Public Sector Unions
14676	OCEGUERA, CMTE TO ELECT JOHN			81200	0	81200	Candidate Committees
0		D000034619	Ickes & Enright Group	0	81200	81200	Lawyers & Lobbyists
0		D000033578	Falconwood Corp	0	81150	81150	Securities & Investment
2007	PEDIATRIX MEDICAL GROUP	D000036577	Pediatrix Medical Group	34650	46492	81142	Health Professionals
447	CADOGAN MANAGEMENT	D000032222	Cadogan Management	500	80600	81100	Securities & Investment
0		D000022281	Thomas H Lee Partners	0	81100	81100	Securities & Investment
0		D000035023	Kearney & Co	0	81100	81100	Miscellaneous Finance
0		D000037332	Salamander Inn	0	81100	81100	Lodging & Tourism
0		D000030284	Tarplin Strategies	0	81084	81084	Lawyers & Lobbyists
0		D000032307	Capitol Health Group	0	81002	81002	Lawyers & Lobbyists
15314	QUIRK FOR STATE REPRESENTATIVE, BRIAN			81000	0	81000	Candidate Committees
0		D000032639	Clarium Capital	0	81000	81000	Miscellaneous Finance, Insurance & Real Estate
6234	CENTRAL WASHINGTON LAWYERS FOR WORKING FAMILIES	D000044740	Central Wa Lawyers for Working Families	75950	5000	80950	Lawyers & Lobbyists
13055	IDI MANAGEMENT			80950	0	80950	Real Estate
0		D000034859	Jim Henson Co	0	80946	80946	TV & Movie Production/Distribution
14414	NATIONAL FUEL GAS	D000027917	NATIONAL FUEL GAS	80914	0	80914	Electric Utilities
0		D000000545	Air Transport Assn of America	0	80911	80911	Air Transport
0		D000037798	State of Indiana	0	80903	80903	Civil Servants/Public Officials
0		D000031759	Bad Robot Productions	0	80850	80850	TV & Movie Production/Distribution
12329	FROST NATIONAL BANK	D000033907	Frost Bank	26348.7	54500	80848.7	Commercial Banks
0		D000034421	Hennigan, Benett & Dorman	0	80830	80830	Lawyers & Lobbyists
2037	PHARMAVITE LLC	D000028343	Pharmavite LLC	2650	78173	80823	Pharmaceuticals & Health Products
14662	NV COMMERCIAL INC	D000036302	NV Commercial	15500	65300	80800	Real Estate
0		D000034933	Jordan Co	0	80800	80800	Securities & Investment
10319	BELKIN CORP			80794.51	0	80794.51	Electronics Manufacturing & Services
0		D000036891	Pzena Investment Management	0	80778	80778	Miscellaneous Finance
11675	DETECTIVES ENDOWMENT ASSOCIATION			80775	0	80775	Public Sector Unions
0		D000035923	Miss Peach Productions	0	80775	80775	TV & Movie Production/Distribution
0		D000031015	Western Rim Properties	0	80750	80750	Real Estate
0		D000035059	Kennedy/Marshall Co	0	80744	80744	TV & Movie Production/Distribution
0		D000027185	Legg Mason	0	80720	80720	Securities & Investment
0		D000032583	Circle Management	0	80700	80700	Real Estate
0		D000033081	Dawson Companies Ltd	0	80700	80700	Business Services
0		D000032322	Capstone Advisory Group	0	80690	80690	Business Services
7299	LINCOLN FINANCIAL	D000022465	Lincoln Financial Group	5615	75020	80635	Miscellaneous Finance, Insurance & Real Estate
2288	SAC & FOX TRIBE OF THE MISSISSIPPI IN IOWA	D000037321	Sac & Fox Tribe of the Mississippi in IA	41000	39600	80600	Tribal Governments
0		D000035120	Kirby Capital	0	80588	80588	Securities & Investment
0		D000035224	Lakeshore Trading	0	80570	80570	Securities & Investment
382	BOB BARR LEADERSHIP FUND	D000024396	Bob Barr Leadership Fund	7950	72600	80550	Republican Officials, Candidates & Former Members
11890	EGAN, ELECTION FUND OF JOSEPH V			80538.49	0	80538.49	Candidate Committees
16783	UTAH CMTE FOR A DEMOCRATIC MAJORITY			80521.71	0	80521.71	Party Committees
6970	GREATER OKLAHOMA CITY LEGISLATIVE CMTE			80500	0	80500	Business Associations
9633	123 LASALLE INC			80500	0	80500	Real Estate
0		D000025802	Financial Services Institute	0	80500	80500	Securities & Investment
0		D000027443	Mason Tenders District Council of NY	0	80500	80500	General Trade Unions
0		D000032174	BTA Oil Producers	0	80500	80500	Oil & Gas
0		D000036634	Pete King for Congress Cmte	0	80500	80500	Candidate Committees
12810	HENRY S MILLER COMPANIES INC	D000034426	Henry S Miller Companies	60000	20442	80442	Real Estate
0		D000033663	Finnegan, Henderson et al               	0	80441	80441	Lawyers & Lobbyists
0		D000035462	Louisiana State University	0	80436	80436	Education
11445	CREIGHTON BROTHERS	D000044779	Creighton Brothers	80000	400	80400	Uncoded
0		D000036592	Pennsylvania State University	0	80400	80400	Education
0		D000036897	QMO LLC	0	80400	80400	Securities & Investment
0		D000034286	Hamilton Companies	0	80336	80336	Real Estate
15015	PENNSYLVANIA PSYCHOLOGICAL ASSOCIATION			80320	0	80320	Health Professionals
11706	DILLON FOR STATE REPRESENTIVE, ANDY			80300	0	80300	Candidate Committees
0		D000036233	Njk Holdings	0	80300	80300	Securities & Investment
691	CORKY MCMILLIN COMPANIES	D000032875	Corky McMillin Companies	3850	76400	80250	Real Estate
2775	WALKER & DUNLOP	D000030883	Walker & Dunlop	2500	77750	80250	Real Estate
8404	PEACEHEALTH	D000043987	Peace Health	53000	27250	80250	Hospitals & Nursing Homes
11088	CITIZENS FOR GOVERNMENT REFORM			80235.16	0	80235.16	Uncoded
0		D000000638	Starwood Hotels & Resorts Worldwide	0	80201	80201	Lodging & Tourism
66	AIRTRAN AIRWAYS	D000023795	AirTran Airways	800	79307	80107	Air Transport
12359	GAIR GAIR CONASON STEIGMAN & MACKAUF	D000033932	Gair, Gair et al	27100	53000	80100	Lawyers & Lobbyists
17223	WORKPLACE INJURY NETWORK			80100	0	80100	Insurance
17250	YAW FOR SENATE, FRIENDS OF GENE			80100	0	80100	Candidate Committees
0		D000033501	ER Development	0	80100	80100	Real Estate
0		D000035935	ML Resources	0	80069	80069	Miscellaneous Finance
831	DONALD ZUCKER CO	D000033240	Donald Zucker Co	60500	19550	80050	Real Estate
0		D000036182	New Enterprise Assoc	0	80008	80008	Securities & Investment
9908	ALLIANCE FOR A STRONG ECONOMY			80000	0	80000	Conservative Policy Organization
10607	BROWN FOR STATE SENATE, LISA			80000	0	80000	Candidate Committees
10614	BROWN, FRIENDS OF LISA			80000	0	80000	Candidate Committees
12135	FLANAGAN, FRIENDS OF JOHN			80000	0	80000	Candidate Committees
14785	OPUS DEVELOPMENT CORP			80000	0	80000	Real Estate
15268	PROTEUS FUNDS CIVIL MARRIAGE COLLABORATIVE			80000	0	80000	Uncoded
0		D000021544	Horizon Lines	0	80000	80000	Uncoded
824	DOLLAR TREE STORES	D000033224	Dollar Tree Stores	40510	39465	79975	Retail Sales
268	AURORA HEALTH CARE	D000031707	Aurora Health Care	53771.6	26179	79950.6	Health Services
0		D000032513	Chef America	0	79950	79950	Food Processing & Sales
0		D000032140	Broadmark Capital	0	79900	79900	Securities & Investment
0		D000033494	Equidex Inc	0	79900	79900	Miscellaneous Finance
9613	WESTFIELD GROUP	D000029831	WESTFIELD GROUP	79895	0	79895	Real Estate
15794	SCHAUFLER FOR STATE REPRESENTATIVE, MIKE			79881.11	0	79881.11	Candidate Committees
4957	WISCONSIN REPUBLICAN PARTY	D000045142	Republican Party of Wisconsin	78859.26	1000	79859.26	Party Committees
2187	RECREATIONAL FISHING ALLIANCE	D000028548	Recreational Fishing Alliance	18559	61263	79822	Commercial Fishing
1497	LANDMARK PARTNERS	D000035241	Landmark Partners	2000	77805	79805	Securities & Investment
0		D000035580	Mana Products	0	79800	79800	Miscellaneous Manufacturing & Distributing
0		D000031119	Winn Inc	0	79795	79795	Recreation & Live Entertainment
7678	MARYLAND BANKERS ASSOCIATION	D000011010	MARYLAND BANKERS ASSOC	79790	0	79790	Commercial Banks
0		D000035396	Lincare Corp	0	79771	79771	Pharmaceuticals & Health Products
0		D000030576	Tulane University	0	79762	79762	Education
13079	ILLINOIS HARNESS HORSEMENS ASSOCIATION	D000044918	Illinois Harness Horseman's Assn	79235	500	79735	Gambling & Casinos
0		D000030859	Volunteer Lumber Sales	0	79700	79700	Building Materials & Equipment
0		D000031884	Beekman Advisors	0	79687	79687	Real Estate
0		D000033036	Daniels & Assoc	0	79662	79662	Securities & Investment
16382	TEAM AMERICA PAC	D000029352	Team America	40000	39654	79654	Leadership PACs
2277	RUFFIN CO	D000037281	Ruffin Co	300	79300	79600	Real Estate
10899	CARESPRING HEALTH CARE MANAGEMENT	D000032340	Carespring Health Care Management	22000	57600	79600	Hospitals & Nursing Homes
11703	DIEGNAN JR FOR ASSEMBLY, PATRICK			79600	0	79600	Candidate Committees
0		D000029498	Transfund PAC	0	79600	79600	Leadership PACs
0		D000031817	Barr Foundation	0	79600	79600	Nonprofit Institutions
0		D000036692	Pilot Catastrophe Services	0	79581	79581	Insurance
16068	SOUTHEAST REPUBLICAN ELECTION CMTE			79550	0	79550	Party Committees
0		D000035184	Kreindler & Kreindler	0	79550	79550	Lawyers & Lobbyists
0		D000035322	Legacy Capital Group	0	79550	79550	Accountants
0		D000034888	John Campbell for Congress	0	79534	79534	Candidate Committees
0		D000032701	Coach House Capital	0	79529	79529	Miscellaneous Finance, Insurance & Real Estate
2844	WETHERLY CAPITAL GROUP	D000031025	Wetherly Capital Group	50350	29150	79500	Securities & Investment
4838	REPUBLICAN HOUSE CAMPAIGN CMTE OF KANSAS			79500	0	79500	Party Committees
10675	BURZYNSKI, CITIZENS FOR			79500	0	79500	Candidate Committees
0		D000033163	Diamond D Investments	0	79500	79500	Miscellaneous Finance
0		D000034264	Haebler Capital	0	79500	79500	Miscellaneous Finance, Insurance & Real Estate
7508	LEG PAC	D000027187	LEGPAC	3000	76485	79485	Lawyers & Lobbyists
16918	VOTING MATTERS			79455	0	79455	Other/Single Issue Groups
17072	WESTERN ANESTHESIOLOGY ASSOCIATES	D000045263	Western Anesthesiology Assoc	72625	6807	79432	Health Professionals
0		D000033981	Gelman, Rosenberg & Freedman	0	79430	79430	Accountants
13378	KEAN FOR SENATE, SEAN			79427.52	0	79427.52	Candidate Committees
0		D000033051	Daskas for Congress	0	79350	79350	Candidate Committees
15963	SIMPSON FOR STATE SENATE CMTE, VI			79343.36	0	79343.36	Candidate Committees
10299	BEASLEY FIRM	D000044675	Beasley Firm	60000	19300	79300	Lawyers & Lobbyists
11765	DORCHESTER CAPITAL	D000044810	Dorchester Capital	61500	17800	79300	Securities & Investment
5597	52ND DEMOCRATIC LEGISLATIVE DISTRICT CMTE			79300	0	79300	Party Committees
9682	29TH REPUBLICAN LEGISLATIVE DISTRICT CMTE			79300	0	79300	Party Committees
0		D000034699	Integral Capital Partners	0	79300	79300	Miscellaneous Finance, Insurance & Real Estate
0		D000032991	Cumming Foundation	0	79260	79260	Nonprofit Institutions
0		D000036854	Prudential	0	79230	79230	Real Estate
0		D000032849	Continental Wingate	0	79200	79200	Real Estate
0		D000031337	Advisory Research Inc	0	79150	79150	Securities & Investment
1687	MDU RESOURCES GROUP	D000027521	MDU Resources Group	32145	47000	79145	Oil & Gas
0		D000027032	Kidney Care Partners	0	79122	79122	Health & Welfare Policy
0		D000031280	Access Data Corp	0	79108	79108	Computer Equipment & Services
8671	REPUBLICAN FUTURE FUND			79100	0	79100	Conservative Policy Organization
13399	KEMPER CONSULTING	D000044951	Kemper Consulting	78553.34	500	79053.34	Lawyers & Lobbyists
15337	RADOGNO, CITIZENS FOR CHRISTINE			79010	0	79010	Candidate Committees
6755	FERREIRA CONSTRUCTION CO	D000044835	Ferreira Construction	66600	12400	79000	General Contractors
9663	2007 CONSERVATIVE VICTORY CMTE	D000025105	2007 CONSERVATIVE VICTORY CMTE	79000	0	79000	Conservative Policy Organization
0		D000027826	National Business Travel Assn	0	79000	79000	Miscellaneous Transport
0		D000036187	New Horizons Realty Advisors	0	79000	79000	Real Estate
11422	COX COX FILO CAMEL & WILSON	D000044776	Cox, Cox et al	64426.35	14550	78976.35	Lawyers & Lobbyists
0		D000031309	Adaptive Analytics Llc	0	78965	78965	Education
0		D000034325	Harmony Gold USA	0	78950	78950	Recorded Music Production
8115	NEW JERSEY CONCRETE & AGGREGATE ASSOCIATION			78900	0	78900	Building Materials & Equipment
0		D000035399	Lincoln Property	0	78900	78900	Real Estate
16495	THE BEAL COMPANIES	D000031865	Beal Companies	20100	58750	78850	Real Estate
15219	PRINCE WILLIAM COUNTY REPUBLICAN CMTE			78800	0	78800	Party Committees
8429	PENNSYLVANIA MANUFACTURERS ASSOCIATION	D000045095	Pennsylvania Manufacturers Assn	74555.19	4225	78780.19	Miscellaneous Manufacturing & Distributing
0		D000026177	General Aviation Manufacturers Assn	0	78750	78750	Air Transport
0		D000035036	Kekst & Co	0	78707	78707	Business Services
0		D000030376	Third Millennium On-Line Products	0	78700	78700	Computer Equipment & Services
0		D000035260	LaSalle Capital	0	78700	78700	Securities & Investment
11408	COURTNEY FOR STATE SENATE, PETER			78692.53	0	78692.53	Candidate Committees
0		D000036129	Natixis	0	78690	78690	Commercial Banks
7889	MISSOURI MOTOR CARRIERS ASSOCIATION			78659.64	0	78659.64	Trucking
13578	LARKIN, CITIZENS FOR BILL			78655	0	78655	Candidate Committees
0		D000037005	Reed Business Information	0	78650	78650	Printing & Publishing
15663	RUSACK VINEYARDS	D000045155	Rusack Vineyards	52500	26100	78600	Beer, Wine & Liquor
0		D000030892	Walnut Group	0	78600	78600	Securities & Investment
0		D000034722	International Rescue Cmte	0	78550	78550	Human Rights
2659	TUESDAY MORNING	D000030572	Tuesday Morning	17.5	78500	78517.5	Retail Sales
0		D000027283	Louisiana for American Security	0	78500	78500	Pro-Israel
0		D000027830	National Concrete Masonry Assn	0	78500	78500	Building Materials & Equipment
0		D000031923	Berkley Group	0	78500	78500	Real Estate
0		D000041597	Moncrief Oil	0	78500	78500	Uncoded
10569	BRICO FUND	D000032119	Brico Fund/Time Out Enterprises	17060	61400	78460	Miscellaneous Manufacturing & Distributing
8271	OHIO COAL ASSOCIATION	D000028097	Ohio Coal Assn	72050	6400	78450	Mining
16099	SPANO, FRIENDS OF NICK			78400	0	78400	Candidate Committees
16970	WASHINGTON ACADEMY OF EYE PHYSICIANS & SURGEONS			78400	0	78400	Health Professionals
0		D000035306	Lebherz Insurance Services	0	78400	78400	Insurance
0		D000030751	US Trust	0	78359	78359	Securities & Investment
10507	BOSCOLA, FRIENDS OF LISA			78350	0	78350	Candidate Committees
13553	LAKHANI HOSPITALITY	D000044960	Lakhani Hospitality	76000	2300	78300	Lodging & Tourism
11153	CMTE FOR FLORIDAS FISCAL FUTURE			78300	0	78300	Leadership PACs
0		D000025353	Democratic Freshman PAC	0	78300	78300	Liberal Policy Organization
0		D000028342	Pharmaceutical Care Management Assn	0	78300	78300	Health & Welfare Policy
0		D000029827	Western Pistachio Assn	0	78300	78300	Crop Production & Basic Processing
0		D000031201	Zanfel Laboratories	0	78300	78300	Miscellaneous Manufacturing & Distributing
13986	MAURER, CMTE TO ELECT RON			78273.57	0	78273.57	Candidate Committees
13067	ILLINOIS CIVIL JUSTICE LEAGUE	D000044915	Illinois Civil Justice League	77250	1000	78250	Other/Single Issue Groups
9432	WASHINGTON STATE COUNCIL OF POLICE & SHERIFFS			78250	0	78250	Public Sector Unions
12012	EVERGLADES MANAGEMENT			78250	0	78250	Real Estate
16045	SOUTH CAROLINA BANK & TRUST	D000045183	South Carolina Bank & Trust	77733.88	500	78233.88	Commercial Banks
0		D000033409	Ellen Susman Enterprises	0	78200	78200	Business Services
0		D000035969	Montana Corp	0	78200	78200	Miscellaneous Finance
0		D000022088	Loeffler, Tuggey et al	0	78190	78190	Uncoded
0		D000032045	Booz & Co	0	78155	78155	Business Services
0		D000031909	Benjamin Partners	0	78150	78150	Securities & Investment
15710	SALTZ MONGELUZZI BARRETT & BENDESKY	D000037339	Saltz, Mongeluzzi et al	57500	20648	78148	Lawyers & Lobbyists
0		D000036648	Petrizzo Strategic Group	0	78146	78146	Lawyers & Lobbyists
16689	TURNER, ELECTION FUND OF SHIRLEY K			78093.46	0	78093.46	Candidate Committees
0		D000030755	Usc	0	78083	78083	Education
6533	DELAWARE RACING ASSOCIATION			78075.44	0	78075.44	Gambling & Casinos
377	BLUE DIAMOND GROWERS	D000024387	Blue Diamond Growers	12200	65850	78050	Crop Production & Basic Processing
276	AVAMERE HEALTH SERVICES	D000031723	Avamere Health Services	16505	61500	78005	Miscellaneous Health
4132	NEW YORK CHOICE PAC	D000027977	New York Choice PAC	52500	25500	78000	Pro-Choice
9782	AC FURNITURE CO	D000044624	AC Furniture	74000	4000	78000	Retail Sales
13611	LAWYER, CITIZENS FOR GRETCHEN			78000	0	78000	Candidate Committees
14296	MONNING, FRIENDS OF BILL			78000	0	78000	Candidate Committees
16473	TEXAS PROGRESS COUNCIL PAC			78000	0	78000	Other/Single Issue Groups
0		D000022587	Renaissance Institutional Management	0	78000	78000	Securities & Investment
0		D000023873	Aloha PAC	0	78000	78000	Leadership PACs
0		D000026825	Jobs, Economy & Budget Fund	0	78000	78000	Leadership PACs
13796	LOWENTHAL FOR ASSEMBLY, BONNIE	D000044691	Bonnie Lowenthal for Assembly	75200	2750	77950	Candidate Committees
14435	NEAL COMMUNITIES LAND DEVELOPMENT	D000044445	Neal Communities	45000	32950	77950	Real Estate
